Name
Mary
Helen
Alice
Rose
Violet
Elizabeth
Annie
Margaret
Dorothy
Florence
Lucy
Shizuko
Yoshiko
Emma
Mildred
Ruth
Agnes
Ann
Chiyoko
Edith
Katherine
Lillian
Cecilia
Eva
Flora
Mabel
Marie
Beatrice
Betty
Ellen
Esther
Frances
Gladys
Haruko
Josephine
Julia
Laura
Louise
Lucille
Lydia
Emily
Sarah
Ethel
Irene
Shizue
Ayako
Eleanor
Harriet
Hatsuko
Misao
Bernice
Elsie
Grace
Lily
Martha
Masako
Anna
Asako
Caroline
Edna
Hazel
Jane
Tsuruko
Virginia
Kimiko
Doris
Thelma
Catherine
Nancy
Ida
Adeline
Clara
Gertrude
Hilda
Hisako
Minnie
Barbara
Evelyn
Fumiko
Henrietta
Jennie
Kimiyo
Sophie
Theresa
Yaeko
Maria
Toshiko
Vivian
Cecelia
Christine
Dolores
Marion
Rachel
Carmen
Charlotte
Dora
Jean
Kikue
Kiyoko
Marjorie
Mitsuko
Sadako
Victoria
Yasuko
Bessie
Daisy
Mitsue
Sally
Yoshie
Hatsue
Masae
Masayo
Nora
Pearl
Stella
Sueko
Teruko
Betsy
Chiyo
Christina
Fujiko
Fusae
Harue
Hattie
Isabel
Madeline
Yukie
Hannah
Hanako
Jessie
May
Patsy
Yuriko
Bertha
Ella
Hideko
Kay
Kikuyo
Kimie
Ruby
Sumie
Amy
Chiyono
Constance
Janet
Mae
Marian
Matilda
Natsuko
Yukiko
Ah
Aiko
Chieko
Fumie
Harumi
Hatsuyo
Kinue
Kiyono
Miriam
Nobuko
Pauline
Rosaline
Rosie
Sakae
Shigeko
Tomiko
Tsurue
Matsuko
Elaine
Gloria
Tatsuko
Alyce
Angeline
Carrie
Juanita
Matsue
Mitsuyo
Peggy
Akiko
Antoinette
Fujie
Jeanette
Rita
Tatsue
Eunice
Fusako
Geraldine
Itsuko
Miyoko
Myrtle
Norma
Sue
Tsuruyo
Tsuyako
Tsuyuko
Genevieve
Yoshino
Kimiye
Matsuyo
Sumiko
Toshie
Asayo
Fumiyo
Haruyo
Hisae
Isabelle
Leatrice
Mercedes
Muriel
Patricia
Rebecca
Shigeno
Anne
Asae
Fannie
Fanny
Hisayo
June
Kameko
Lorraine
Midori
Natsue
Phyllis
Rosalie
Shizuyo
Teruyo
Tomoe
Toyoko
Hatsumi
Michiko
Mieko
Winifred
Abbie
Adele
Helene
Lena
Nellie
Roseline
Akie
Fumiye
Hanae
Joan
Juliette
Kazuko
Lois
Masue
Misue
Hiroko
Alma
Michie
Tokie
Kazue
Bella
Evangeline
Sueno
Tomie
Adelaide
Anita
Carol
Emiko
Katsue
Katsuko
Leilani
Leonora
Maile
Molly
Satsuki
Setsuko
Tokiko
Trinidad
Umeno
Yoneko
Yoshimi
Blanche
Loretta
Shirley
Kikuye
Misayo
Momoyo
Ayame
Natalie
Sachiko
Sadie
Jeanne
Marguerite
Misae
Tsugie
Angelina
Eiko
Isabella
Mitsuru
Rachael
Sachie
Tamiko
Viola
Miyako
Miyuki
Aileen
Hanayo
Olive
Yachiyo
Audrey
Chizuko
Dominga
Emmaline
Joyce
Kaoru
Priscilla
Eloise
Judy
Myra
Olivia
Shizuka
Conchita
Lila
Maryann
Misako
Momoe
Sumako
Sylvia
Tsutako
Kathleen
Linda
Miyeko
Emilia
Francisca
Judith
Kiyomi
Magdalena
Mitsuye
Rosalina
Etsuko
Feliza
Fusaye
Jacqueline
Margie
Rosalia
Rosario
Tomoko
Velma
Winona
Wilma
Kazuyo
Marilyn
Susan
Concepcion
Cynthia
Felicidad
Juliana
Louisa
Lourdes
Maxine
Naomi
Rosemary
Rosita
Mathilda
Nobue
Filomena
Kikumi
Annabelle
Irma
Marcelina
Sumiye
Vera
Beverly
Yvonne
Jeannette
Pacita
Ramona
Sybil
Angela
Charles
Dorothea
Eliza
Janice
Karen
Philomena
Rosa
Abigail
Conception
Felisa
Florentina
Reiko
Saeko
Tamae
Wilhelmina
Verna
Doreen
Joy
Mona
Alberta
Eileen
Esperanza
Veronica
Carolyn
Consuelo
Diana
Kathryn
Tsuneko
Valerie
Gwendolyn
Diane
Lorna
Melva
Takako
Myrna
Marlene
Caridad
Carole
Laverne
Phoebe
Takeko
Roberta
Claire
Wanda
Bernadette
Donna
Goldie
Maureen
Yoko
Arlene
Annette
Lolita
Adrienne
Blossom
Joanne
Luella
Lurline
Sandra
Gail
Merle
Monica
Charlene
Arline
Iris
Juliet
Leona
Lilly
Lynette
Rowena
Sheila
Marjory
Sharon
Celestine
Deanna
Paula
Arleen
Faith
Andrea
Edwina
Yolanda
Lola
Lani
Rosemarie
Brenda
Joycelyn
Gwen
Joann
Lana
Carolina
Luana
Julie
Margo
Pamela
Suzanne
Darlene
Dianne
Fay
Gayle
Johanna
Lorene
Stephanie
Paulette
Bonnie
Carolann
Faye
Rosalinda
Inez
Alicia
Colleen
Dale
Francine
Georgiana
Leila
Wendy
Michele
Cheryl
Leslie
Marcia
Claudia
Odetta
Corrine
Ginger
Lynn
Marsha
Marvis
Minerva
Trudy
Clarice
Dolly
Elena
Lei
Marcella
Penelope
Noreen
Jennifer
Joanna
Charmaine
Estelle
Jackie
Jill
Charleen
Daphne
Laraine
Lenora
Rosalind
Shirleyann
Terry
Sharyn
Sharlene
