Name
Ailana
Akau
Olina
A'ala
A'ia'i
Ahe
Ahonui
Ahuahu
Ailani
Ainakea
Akahi
Akamu
Akau
Akiliano
Akoni
Alaka'i
Alamea
Alana
Alapai
Alaula
Alebana
Alekanekeio
Ali'ikai
Alika
Alo
Aloha
Alohi
Aloiki
Amosa
Anela
Ano
Anuenue
Aolani
Apekalmoa
Apela
Apikaila
Aukai
Edena
Ekewaka
Eleu
Haleakala
Hali'a
Hanohano
Haoa
Hauoli
Havika
Heiau
Hema
He pohaku
Hiapo
Hoʻomana
Ikaika
Iki
Inoa
Iokepa
Iolana
Iolani
Io lani
Ionakana
Ka'ahumanu
Ka'eo
Kahale
Kahikū
Ka Hiwa
Kaholo
Kai
Kaia
Kailani
Kaili
Kailua
Kaimana
Kainalu
Kainoa
Kaipo
Kalākaua
Kalama
Kalani
Kalea
Kalena
Kaleo
Kamea
Ka mea ʻimi
Kamehameha
Kanakamana
Kanani
Kane
Kanoa
Kapu
Kapua
Kaulana
Kawika
Ke'ala
Keaka
Kealakekua
Kealoha
Keandra
Keawe
Keilani
Kekapa
Kekoa
Keola
Keona
Keone
Kiele
Kimo
Kimokea
Koa
Koa ikaika
Konane
Koukakala
Ku`u Hoaloha `Oi
Ku`u Maka
KuLopaka
Kumulāʻau
La
Laka
Lani
Lani-kai
Lei
Leilani
Lili'uokalani
Lokela
Lokelani
Lono
Lulua 'ina
Mahi'ai
Mahina
Māhoe
Maka
Makana
Makani
Makaʻala
Malie
Malu
Mamo
Mana
Mana'o
Manu
Meka
Mele
Mililani
Mino'aka
Moana
Na'au
Nahele
Nalani
Nani
Nani kōkī
Nikolao
Noelani
Nohea
Oliana
Oliwa
Onaona
Pakelika
Palani
Palila
Pele
Peni
Pikake
Pilialoha
Pōhaku
Polunu
Pua
Pualani
Pukalani
Pule
Punahele
Roselani
Ualoheke Akua
Uluwehi
Wai nani
Wena
Lee
Wong
Kim
Young
Smith
Chang
Nakamura
Chun
Ching
Lau
Higa
Yamamoto
Lum
Tanaka
Johnson
Oshiro
Brown
Watanabe
Williams
Silva
Sato
Miller
Kaneshiro
Ho
Ramos
Garcia
Jones
Fernandez
Anderson
Davis
Souza
Martin
Chong
Matsumoto
Domingo
Leong
Wilson
Medeiros
Chung
Yamada
Rivera
Thompson
Nguyen
Pang
Kimura
Takahashi
Park
Miyashiro
Suzuki
Santos
Fujimoto
Chan
Yoshida
Inouye
Arakaki
Lopez
Murakami
Yee
Taylor
Kobayashi
Kam
Tom
Moore
Nishimura
Shimabukuro
Clark
Sakamoto
Nakamoto
Corpuz
Saito
White
Thomas
Torres
Reyes
Lam
Cruz
Au
Rodrigues
Robinson
Gomes
Castillo
Miyamoto
Carvalho
Harris
Hashimoto
Nelson
Fong
Yuen
Adams
Chen
Ikeda
Wright
Allen
Sasaki
Pascua
Hayashi
Nakagawa
Freitas
Nakasone
Asato
Baker
Tamashiro
Lewis
Flores
Yamashita
Castro
Matsuda
Spencer
Hall
Li
Sanchez
Kato
Perreira
Fujii
Goo
Yamaguchi
Sakai
Bautista
King
Jackson
Pascual
Perry
Abe
Campbell
Martinez
Chow
Loo
Pacheco
Phillips
Santiago
Hill
Ng
Aquino
Harada
Tran
Hirata
Parker
Shiroma
Ono
Valdez
Maeda
Walker
Uyehara
Nakashima
Scott
Arakawa
Kawamoto
Ferreira
Perez
Hernandez
Yoshimura
Manuel
Morris
Roberts
Green
Peterson
Andrade
Tamura
Hong
Aoki
Gonsalves
Teruya
Akana
Ishikawa
Rogers
Shimizu
Lin
Oda
Uehara
Evans
Fukuda
Carter
Okamoto
Hee
Ogata
Nakano
Villanueva
Yamashiro
Mitchell
Mau
Watson
Ishii
Choi
Morita
Yoshioka
Kealoha
Tavares
Vierra
Ancheta
Chu
Wang
Moniz
Murphy
Asuncion
Wood
Honda
Foster
Richardson
Gonzales
Chinen
Delacruz
Hamada
Miyasato
Nakata
Bell
Okamura
Rodriguez
Mendoza
Tolentino
Chock
Sullivan
Yamauchi
Agustin
Toyama
Wu
Lopes
Ventura
Uyeda
Antonio
Meyer
Kawakami
Cho
Tam
Nishimoto
Stewart
Cheng
Ota
Cook
Lim
Collins
Costa
Okada
Kawamura
Stone
Yamasaki
Salvador
Masuda
Guerrero
Soares
Miura
Ramirez
Nagata
Morgan
Fujioka
Higashi
Gray
Yang
Yim
Bennett
Fujita
Muraoka
Lindsey
Nakama
Nishida
Ross
Fukumoto
Murray
Kelly
Dang
Chee
Yap
Ortiz
Takara
Tang
Sumida
Nitta
Turner
Yamane
Hughes
Kinoshita
Murata
Hara
Kong
Hasegawa
James
Oyama
Russell
Ogawa
Nakayama
Fisher
Peters
Huang
Ruiz
Yoshimoto
Iwamoto
Reed
Nagamine
Stevens
Correa
Edwards
Cooper
Taniguchi
Tomita
Kang
Kennedy
Ige
Lucas
Tengan
Aki
Alexander
Graham
Doi
Howard
Long
Okimoto
Morimoto
Cabral
Lai
Cole
Yokoyama
Bonilla
Johnston
Yu
Koga
Myers
Zane
Molina
Saiki
Akau
Cummings
Okazaki
Akamine
Ing
Taira
Gomez
Miguel
Wallace
Fujiwara
dela Cruz
Endo
Matsuoka
Wagner
Ellis
Nomura
Matsumura
Han
Acosta
Ko
Lorenzo
Kubo
Matsuura
Schmidt
Tanabe
Morales
Ryan
Tamanaha
Fukushima
Leung
Kane
Takata
Jenkins
Peralta
Duarte
Ishida
Ward
Gonzalez
Shishido
Cadiz
Cox
Cortez
Price
Dias
Kaya
Henderson
Hirano
Sakata
Olson
Pasion
Higuchi
Andres
Burns
Woo
Akiona
Guzman
Kawasaki
Patterson
Char
Takemoto
Rose
Luke
Siu
Miranda
Ballesteros
McDonald
Cheung
Hansen
Viernes
Shin
Taketa
Mattos
Takushi
Woods
Demello
Wada
Enos
Richards
Araki
Gabriel
Gouveia
Kubota
Mori
Toma
Powell
Brooks
Goya
West
Black
Hamilton
Ma
Tokunaga
Yadao
Marshall
Reynolds
Rosa
Yi
Le
Simon
Hunt
Kodama
Grace
Matsunaga
Diaz
Fukunaga
Rapozo
Hanson
Hu
Carroll
Harrison
Oliveira
Coloma
Hayes
Low
Romero
